pair_id,attr,left,right
649,emails,,
649,phones,"[""5624255649""]","[""+15624255649""]"
649,brand,"{""names"":{}}","{""names"":{""primary"":""7-Eleven""}}"
649,addresses,"[{""freeform"":""2611 Carson St"",""locality"":""Lakewood"",""region"":""CA"",""country"":""US"",""postcode"":""90712""}]","[{""freeform"":""2611 Carson St"",""locality"":""Lakewood"",""postcode"":""90712-4108"",""region"":""CA"",""country"":""US""}]"
650,names,"{""primary"":""Shell""}","{""primary"":""Shell""}"
650,categories,"{""primary"":""convenience_store"",""alternate"":[""gas_station"",""b2b_energy_mining"",""automotive"",""business_to_business"",""retail""]}","{""primary"":""gas_station"",""alternate"":[""convenience_store"",""energy_company""]}"
650,confidence,0.77,0.9523423423423424
650,websites,"[""https://find.shell.com/za/fuel/10043033-maclo-motors/en_ZA""]","[""https://find.shell.com/za/fuel/10043033-maclo-motors""]"
650,socials,,"[""https://www.facebook.com/287777402080714""]"
650,emails,,
650,phones,"[""0312090591""]","[""+27312090591""]"
650,brand,"{""names"":{}}","{""names"":{""primary"":""Shell""}}"
650,addresses,"[{""freeform"":""663 Jan Smuts Highway"",""locality"":""Durban"",""region"":""KwaZulu-Natal"",""country"":""ZA"",""postcode"":""""}]","[{""freeform"":""663 Jan Smuts Hwy"",""locality"":""Bonela"",""postcode"":""4091"",""region"":""KZN"",""country"":""ZA""}]"
651,names,"{""primary"":""Red Wing""}","{""primary"":""Red Wing Shoe Store""}"
651,categories,"{""primary"":""shoe_store"",""alternate"":[""shoe_repair"",""retail""]}","{""primary"":""shoe_store"",""alternate"":[""shoe_repair"",""retail""]}"
651,confidence,0.77,0.77
651,websites,"[""http://www.redwingrichmond.com/""]","[""http://www.redwingrichmond.com/""]"
651,socials,,
651,emails,,
651,phones,"[""8043235979""]","[""8043235979""]"
651,brand,"{""names"":{}}","{""names"":{}}"
651,addresses,"[{""freeform"":""8513 Midlothian Tpke"",""locality"":""North Chesterfield"",""region"":""VA"",""country"":""US"",""postcode"":""23235""}]","[{""freeform"":""8513 Midlothian Tpke"",""locality"":""Richmond"",""region"":""VA"",""country"":""US"",""postcode"":""23235""}]"
652,names,"{""primary"":""Panera Bread""}","{""primary"":""Panera Bread""}"
652,categories,"{""primary"":""coffee_shop"",""alternate"":[""cafe"",""salad_bar"",""sandwich_shop"",""soup_restaurant"",""food"",""restaurant""]}","{""primary"":""coffee_shop"",""alternate"":[""cafe"",""salad_bar"",""sandwich_shop"",""soup_restaurant"",""food"",""restaurant""]}"
652,confidence,0.77,0.77
652,websites,"[""http://www.panerabread.com/""]","[""https://www.panerabread.com/en-us/cafe/locations/il/frankfort/11069-west-lincoln-highway?utm_medium=local&utm_source=bing&utm_campaign=dpm-dist&utm_term=204014&utm_content=main""]"
652,socials,,
652,emails,,
652,phones,"[""8158069500""]","[""8158069500""]"
652,brand,"{""names"":{}}","{""names"":{}}"
652,addresses,"[{""freeform"":""11069 W Lincoln Hwy"",""locality"":""Frankfort"",""region"":""IL"",""country"":""US"",""postcode"":""60423""}]","[{""freeform"":""11069 W Lincoln Hwy"",""locality"":""Frankfort"",""region"":""IL"",""country"":""US"",""postcode"":""60423""}]"
653,names,"{""primary"":""Birmingham Dentures and Implants""}","{""primary"":""Birmingham Dentures and Implants""}"
653,categories,"{""primary"":""general_dentistry"",""alternate"":[""dentist"",""health_and_medical""]}","{""primary"":""dentist"",""alternate"":[""health_and_medical"",""prosthodontist""]}"
653,confidence,0.77,0.997898979043525
653,websites,"[""https://birminghamdenturesandimplants.com/""]","[""https://birminghamdenturesandimplants.com/""]"
653,socials,,"[""https://www.facebook.com/103251929219419""]"
653,emails,,
653,phones,"[""2056448830""]","[""+12056448830""]"
653,brand,"{""names"":{}}",
653,addresses,"[{""freeform"":""313 Aaron Dr"",""locality"":""Birmingham"",""region"":""AL"",""country"":""US"",""postcode"":""35215""}]","[{""freeform"":""313 Aaron Dr"",""locality"":""Birmingham"",""postcode"":""35215-8201"",""region"":""AL"",""country"":""US""}]"
654,names,"{""primary"":""Love's RV Hookup""}","{""primary"":""Love's RV Hookup""}"
654,categories,"{""primary"":""recreational_vehicle_dealer"",""alternate"":[""rv_park"",""automotive"",""travel""]}","{""primary"":""recreational_vehicle_dealer"",""alternate"":[""rv_park"",""automotive""]}"
654,confidence,0.77,0.77
654,websites,"[""http://www.loves.com/en/location-and-fuel-price-search/rv-services""]","[""https://www.camplife.com/campground/Love%2527s+RV+Hookup-Winona+TX+815""]"
654,socials,,
654,emails,,
654,phones,"[""9036184002""]","[""9036184002""]"
654,brand,"{""names"":{}}",
654,addresses,"[{""freeform"":""12577 County Road 3101"",""locality"":""Winona"",""region"":""TX"",""country"":""US"",""postcode"":""75792""}]","[{""freeform"":""12577 CR 3101"",""locality"":""Winona"",""postcode"":""75792"",""region"":""TX"",""country"":""US""}]"
655,names,"{""primary"":""The Home Depot""}","{""primary"":""The Home Depot""}"
655,categories,"{""primary"":""home_improvement_store"",""alternate"":[""retail""]}","{""primary"":""home_improvement_store"",""alternate"":[""retail""]}"
655,confidence,0.77,0.77
655,websites,"[""https://www.homedepot.com/l/Helena/MT/Helena/59602/3106""]","[""http://www.homedepot.com/l/Helena/MT/Helena/59602/3106""]"
655,socials,,
655,emails,,
655,phones,"[""4064427311""]","[""4064427311""]"
655,brand,"{""names"":{}}","{""names"":{}}"
655,addresses,"[{""freeform"":""1801 E Custer Ave"",""locality"":""Helena"",""region"":""MT"",""country"":""US"",""postcode"":""59602""}]","[{""freeform"":""1801 E Custer Ave"",""locality"":""Helena"",""region"":""MT"",""country"":""US"",""postcode"":""59602""}]"
656,names,"{""primary"":""Dan John Bari""}","{""primary"":""Dan John Bari""}"
656,categories,"{""primary"":""children's_clothing_store"",""alternate"":[""men's_clothing_store"",""clothing_store"",""retail""]}","{""primary"":""men's_clothing_store"",""alternate"":[""clothing_store""]}"
656,confidence,0.77,0.9962614185921548
656,websites,"[""https://stores.danjohn.com/it/italia/bari/dan-john-bari""]","[""https://stores.danjohn.com/it/italia/bari/dan-john-bari""]"
656,socials,,"[""https://www.facebook.com/489645158462682""]"
656,emails,,
656,phones,"[""0808830600""]","[""+390808830600""]"
656,brand,"{""names"":{}}","{""names"":{""primary"":""Dan John""}}"
656,addresses,"[{""freeform"":""Via Sparano 82/86"",""locality"":""Bari"",""region"":""BA"",""country"":""IT"",""postcode"":""70121""}]","[{""freeform"":""Via Sparano da Bari, 82"",""locality"":""Bari"",""postcode"":""70121"",""region"":""75"",""country"":""IT""}]"
657,names,"{""primary"":""DANCENTER (19612) 4 Personen Ferienhaus in einem Ferienpark in Ringkøbing""}","{""primary"":""DANCENTER (16792) 6 Personen Ferienhaus in einem Ferienpark in Ringkøbing""}"
657,categories,"{""primary"":""cabin"",""alternate"":[""holiday_rental_home""]}","{""primary"":""cabin"",""alternate"":[""holiday_rental_home""]}"
657,confidence,0.77,0.77
657,websites,"[""https://www.dancenter.de/ferienhaus/19612?utm_source=bing_myplaces&utm_medium=organic&utm_campaign=19612""]","[""https://www.dancenter.de/ferienhaus/16792?utm_source=bing_myplaces&utm_medium=organic&utm_campaign=16792""]"
657,socials,,
657,emails,,
657,phones,"[""""]","[""""]"
657,brand,"{""names"":{}}","{""names"":{}}"
657,addresses,"[{""freeform"":""LODBERGSVEJ 245"",""locality"":""Ringkøbing"",""region"":"""",""country"":""DK"",""postcode"":""6950""}]","[{""freeform"":""LODBERGSVEJ 245"",""locality"":""Ringkøbing"",""region"":"""",""country"":""DK"",""postcode"":""6950""}]"
658,names,"{""primary"":""T-Mobile Authorized Retailer""}","{""primary"":""T-Mobile""}"
658,categories,"{""primary"":""mobile_phone_store"",""alternate"":[""retail""]}","{""primary"":""mobile_phone_store"",""alternate"":[""telecommunications_company"",""business_to_business_services""]}"
658,confidence,0.77,0.77
658,websites,"[""https://www.t-mobile.com/stores/bd/t-mobile-lakeland-fl-33809-2nsj""]","[""""]"
658,socials,,
658,emails,,
658,phones,"[""8638169000""]","[""8637747178""]"
658,brand,"{""names"":{}}",
658,addresses,"[{""freeform"":""3800 US Highway 98 N Ste 704"",""locality"":""Lakeland"",""region"":""FL"",""country"":""US"",""postcode"":""33809""}]","[{""freeform"":""3800 US Highway 98 N Ste 136"",""locality"":""Lakeland"",""postcode"":""33809"",""region"":""FL"",""country"":""US""}]"
659,names,"{""primary"":""iRiparo Store Bollate""}","{""primary"":""iRiparo""}"
659,categories,"{""primary"":""mobile_phone_repair"",""alternate"":[""mobile_phone_store"",""appliance_repair_service"",""it_service_and_computer_repair"",""retail""]}","{""primary"":""mobile_phone_store"",""alternate"":[""computer_store"",""appliance_repair_service""]}"
659,confidence,0.77,0.9918379237288135
659,websites,"[""http://bollate.iriparo.com/""]","[""https://bollate.iriparo.com/""]"
659,socials,,"[""https://www.facebook.com/224633791062225""]"
659,emails,,
659,phones,"[""023503094""]","[""+39023503094""]"
659,brand,"{""names"":{}}","{""names"":{""primary"":""iRiparo""}}"
659,addresses,"[{""freeform"":""Via XI Febbraio, 5"",""locality"":""Bollate"",""region"":""MI"",""country"":""IT"",""postcode"":""20021""}]","[{""freeform"":""Via 11 Febbraio, 5"",""locality"":""Bollate"",""postcode"":""20021"",""region"":""25"",""country"":""IT""}]"
660,names,"{""primary"":""California Electric Supply""}","{""primary"":""California Electric Supply""}"
660,categories,"{""primary"":""electrical_supply_store"",""alternate"":[""electrician"",""lighting_fixtures_and_equipment"",""retail""]}","{""primary"":""electrician"",""alternate"":[""construction_services""]}"
660,confidence,0.77,0.9962614185921548
660,websites,"[""http://www.cessb.com/""]","[""http://www.cessb.com/""]"
660,socials,,"[""https://www.facebook.com/118484558183407""]"
660,emails,,
660,phones,"[""8059629114""]","[""+18059629114""]"
660,brand,"{""names"":{}}",
660,addresses,"[{""freeform"":""233 South Milpas Street"",""locality"":""Santa Barbara"",""region"":""CA"",""country"":""US"",""postcode"":""93103""}]","[{""freeform"":""233 S Milpas St"",""locality"":""Santa Barbara"",""postcode"":""93103-3607"",""region"":""CA"",""country"":""US""}]"
661,names,"{""primary"":""Cracker Barrel Old Country Store""}","{""primary"":""Cracker Barrel Old Country Store""}"
661,categories,"{""primary"":""breakfast_and_brunch_restaurant"",""alternate"":[""cafe"",""restaurant""]}","{""primary"":""breakfast_and_brunch_restaurant"",""alternate"":[""cafe"",""restaurant""]}"
661,confidence,0.77,0.77
661,websites,"[""http://www.crackerbarrel.com/""]","[""https://www.crackerbarrel.com/Locations/States/oh/pickerington/121/""]"
661,socials,,
661,emails,,
661,phones,"[""6147597799""]","[""6147597799""]"
661,brand,"{""names"":{}}","{""names"":{}}"
661,addresses,"[{""freeform"":""1860 Winderly Ln"",""locality"":""Pickerington"",""region"":""OH"",""country"":""US"",""postcode"":""43147""}]","[{""freeform"":""1860 Winderly Ln"",""locality"":""Pickerington"",""region"":""OH"",""country"":""US"",""postcode"":""43147""}]"
662,names,"{""primary"":""Joe Baker: Allstate Insurance""}","{""primary"":""Joe Baker: Allstate Insurance""}"
662,categories,"{""primary"":""auto_insurance"",""alternate"":[""home_and_rental_insurance""]}","{""primary"":""insurance_agency""}"
662,confidence,0.77,0.9918379237288135
662,websites,"[""https://agents.allstate.com/joe-baker-kennesaw-ga1.html?utm_source=GMB&utm_medium=Website""]","[""https://agents.allstate.com/joe-baker-kennesaw-ga1.html""]"
662,socials,,"[""https://www.facebook.com/148960208508047""]"
662,emails,,
662,phones,"[""6785819930""]","[""+16785819930""]"
662,brand,"{""names"":{}}","{""names"":{""primary"":""Allstate""}}"
662,addresses,"[{""freeform"":""5205 Stilesboro Rd NW Ste 220"",""locality"":""Kennesaw"",""region"":""GA"",""country"":""US"",""postcode"":""30152""}]","[{""freeform"":""5205 Stilesboro Rd NW"",""locality"":""Kennesaw"",""postcode"":""30152-7748"",""region"":""GA"",""country"":""US""}]"
663,names,"{""primary"":""Auto Center Bargain Lot""}","{""primary"":""Auto Center Bargain Lot""}"
663,categories,"{""primary"":""used_car_dealer"",""alternate"":[""automotive""]}","{""primary"":""car_dealer"",""alternate"":[""automotive_dealer"",""automotive""]}"
663,confidence,0.77,0.997898979043525
663,websites,"[""http://www.autocenterbargainlot.com/""]","[""http://autocenterbargainlot.com/""]"
663,socials,,"[""https://www.facebook.com/143625272433240""]"
663,emails,,
663,phones,"[""9524753034""]","[""+19524753034""]"
663,brand,"{""names"":{}}",
663,addresses,"[{""freeform"":""1805 Wayzata Blvd"",""locality"":""Wayzata"",""region"":""MN"",""country"":""US"",""postcode"":""55391""}]","[{""freeform"":""1805 Wayzata Blvd E"",""locality"":""Wayzata"",""postcode"":""55391"",""region"":""MN"",""country"":""US""}]"
664,names,"{""primary"":""Target Santa Clara""}","{""primary"":""Target Store Santa-Clara""}"
664,categories,"{""primary"":""department_store"",""alternate"":[""retail""]}","{""primary"":""department_store"",""alternate"":[""grocery_store"",""shopping""]}"
664,confidence,0.77,0.9962614185921548
664,websites,"[""""]","[""https://www.target.com/sl/santa-clara/2830""]"
664,socials,,"[""https://www.facebook.com/1573251676305026""]"
664,emails,,
664,phones,"[""6693423320""]","[""+16693423320""]"
664,brand,"{""names"":{}}","{""names"":{""primary"":""Target""}}"
664,addresses,"[{""freeform"":""2004 El Camino Real"",""locality"":""Santa Clara"",""region"":""CA"",""country"":""US"",""postcode"":""95050""}]","[{""freeform"":""2004 El Camino Real"",""locality"":""Santa Clara"",""postcode"":""95050-4051"",""region"":""CA"",""country"":""US""}]"
665,names,"{""primary"":""Epic Auto Glass LLC""}","{""primary"":""Epic Auto Glass""}"
665,categories,"{""primary"":""auto_glass_service"",""alternate"":[""automotive""]}","{""primary"":""auto_glass_service"",""alternate"":[""automotive""]}"
665,confidence,0.77,0.77
665,websites,"[""https://myepicautoglass.com/""]","[""http://www.myepicautoglass.com/""]"
665,socials,,
665,emails,,
665,phones,"[""2132821654""]","[""2132821654""]"
665,brand,"{""names"":{}}","{""names"":{}}"
665,addresses,"[{""freeform"":""1646 South Saint Andrews Place"",""locality"":""Los Angeles"",""region"":""CA"",""country"":""US"",""postcode"":""90019""}]","[{""freeform"":""1646 S St Andrews Pl"",""locality"":""Los Angeles"",""region"":""CA"",""country"":""US"",""postcode"":""90019""}]"
666,names,"{""primary"":""Walmart""}","{""primary"":""Walmart""}"
666,categories,"{""primary"":""retail""}","{""primary"":""restaurant""}"
666,confidence,0.77,0.77
666,websites,"[""https://www.walmart.com/store/3254-reno-nv/patio-garden""]","[""https://www.walmart.com/store/3254-reno-nv/bakery/""]"
666,socials,,
666,emails,,
666,phones,"[""7756242000""]","[""7756242074""]"
666,brand,"{""names"":{}}","{""names"":{}}"
666,addresses,"[{""freeform"":""5260 W 7th St"",""locality"":""Reno"",""region"":""NV"",""country"":""US"",""postcode"":""89523""}]","[{""freeform"":""5260 W 7th St"",""locality"":""Reno"",""region"":""NV"",""country"":""US"",""postcode"":""89523""}]"
667,names,"{""primary"":""Walmart""}","{""primary"":""Walmart""}"
667,categories,"{""primary"":""restaurant""}","{""primary"":""photography_store_and_services"",""alternate"":[""retail""]}"
667,confidence,0.77,0.77
667,websites,"[""https://www.walmart.com/store/816-brookhaven-ms/bakery/""]","[""https://www.walmart.com/store/816-brookhaven-ms/""]"
667,socials,,
667,emails,,
667,phones,"[""6019903130""]","[""6018352075""]"
667,brand,"{""names"":{}}","{""names"":{}}"
667,addresses,"[{""freeform"":""960 Brookway Blvd"",""locality"":""Brookhaven"",""region"":""MS"",""country"":""US"",""postcode"":""39601""}]","[{""freeform"":""960 Brookway Blvd"",""locality"":""Brookhaven"",""region"":""MS"",""country"":""US"",""postcode"":""39601""}]"
668,names,"{""primary"":""Allego Charging Station""}","{""primary"":""Allego Charging Station""}"
668,categories,"{""primary"":""ev_charging_station"",""alternate"":[""automotive""]}","{""primary"":""professional_services""}"
668,confidence,0.77,0.9877528662420382
668,websites,"[""https://allego.eu/charging-station/emmastraat-6-lochem""]","[""https://allego.eu/charging-station/emmastraat-6-lochem""]"
668,socials,,"[""https://www.facebook.com/238751719318891""]"
668,emails,,
668,phones,"[""0880333033""]","[""+31880333033""]"
668,brand,"{""names"":{}}","{""names"":{""primary"":""allego""}}"
668,addresses,"[{""freeform"":""Emmastraat 6"",""locality"":""Lochem"",""region"":""Gelderland"",""country"":""NL"",""postcode"":""7241 EJ""}]","[{""freeform"":""Emmastraat 6"",""locality"":""Lochem"",""postcode"":""7241 EJ"",""country"":""NL""}]"
669,names,"{""primary"":""Advance Auto Parts""}","{""primary"":""Advance Auto Parts""}"
669,categories,"{""primary"":""auto_parts_and_supply_store"",""alternate"":[""automotive"",""retail""]}","{""primary"":""automotive_parts_and_accessories"",""alternate"":[""automotive"",""auto_company""]}"
669,confidence,0.77,0.9962614185921548
669,websites,"[""https://stores.advanceautoparts.com/ky/hyden/21303-highway-421?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap""]","[""https://stores.advanceautoparts.com/ky/hyden/21303-highway-421?utm_medium=local&utm_source=yext&utm_content=listing-2016-12-29&utm_campaign=aap&utm_term=facebook""]"
669,socials,,"[""https://www.facebook.com/100484523377704""]"
669,emails,,
669,phones,"[""6066725500""]","[""+16066725500""]"
669,brand,"{""names"":{}}","{""names"":{""primary"":""Advance Auto Parts""}}"
669,addresses,"[{""freeform"":""21303 Highway 421"",""locality"":""Hyden"",""region"":""KY"",""country"":""US"",""postcode"":""41749""}]","[{""freeform"":""21303 Highway 421"",""locality"":""Hyden"",""postcode"":""41749-8555"",""region"":""KY"",""country"":""US""}]"
670,names,"{""primary"":""ROSSMANN Drogeriemarkt""}","{""primary"":""Rossmann""}"
670,categories,"{""primary"":""drugstore"",""alternate"":[""retail""]}","{""primary"":""shopping"",""alternate"":[""cosmetic_and_beauty_supplies"",""retail""]}"
670,confidence,0.77,0.9523423423423424
670,websites,"[""https://www.rossmann.de/de/filialen/nordrhein-westfalen/gelsenkirchen/markenstr--22-24.html""]","[""https://www.rossmann.de/de/filialen/nordrhein-westfalen/gelsenkirchen/markenstr--22-24.html""]"
670,socials,,"[""https://www.facebook.com/146778449336681""]"
670,emails,,
670,phones,"[""020997756247""]","[""+4920997756247""]"
670,brand,"{""names"":{}}","{""names"":{""primary"":""Rossmann""}}"
670,addresses,"[{""freeform"":""Markenstr. 22-24"",""locality"":""Gelsenkirchen"",""region"":""North Rhine-Westphalia"",""country"":""DE"",""postcode"":""45899""}]","[{""freeform"":""Markenstraße 22"",""locality"":""Gelsenkirchen"",""postcode"":""45899"",""country"":""DE""}]"
671,names,"{""primary"":""Mark's Place & Restaurant""}","{""primary"":""Mark's Place & Restaurant""}"
671,categories,"{""primary"":""caribbean_restaurant"",""alternate"":[""jamaican_restaurant"",""restaurant""]}","{""primary"":""american_restaurant"",""alternate"":[""restaurant"",""caribbean_restaurant""]}"
671,confidence,0.77,0.9962614185921548
671,websites,"[""https://marksplaceaponline.com/ordernow""]","[""http://marksplaceap.com/""]"
671,socials,,"[""https://www.facebook.com/446510575421608""]"
671,emails,,
671,phones,"[""7324553210""]","[""+17324553210""]"
671,brand,"{""names"":{}}",
671,addresses,"[{""freeform"":""621 Main St"",""locality"":""Asbury Park"",""region"":""NJ"",""country"":""US"",""postcode"":""07712""}]","[{""freeform"":""621 Main St"",""locality"":""Asbury Park"",""postcode"":""07712-6517"",""region"":""NJ"",""country"":""US""}]"
672,names,"{""primary"":""En-spire Nutrition Centennial""}","{""primary"":""En-spire Nutrition""}"
672,categories,"{""primary"":""cafe"",""alternate"":[""restaurant""]}","{""primary"":""cafe"",""alternate"":[""vitamins_and_supplements"",""restaurant""]}"
672,confidence,0.77,0.9962614185921548
672,websites,"[""http://facebook.com/enspirenutritioncentennial""]",
672,socials,,"[""https://www.facebook.com/116862824320609""]"
672,emails,,
672,phones,"[""3032106095""]","[""+13032106095""]"
672,brand,"{""names"":{}}",
672,addresses,"[{""freeform"":""8168 S Holly St Ste B"",""locality"":""Centennial"",""region"":""CO"",""country"":""US"",""postcode"":""80122""}]","[{""freeform"":""8168 S Holly St"",""locality"":""Centennial"",""postcode"":""80122-4004"",""region"":""CO"",""country"":""US""}]"
673,names,"{""primary"":""Highland Memorial Gardens""}","{""primary"":""Highland Memorial Gardens""}"
673,categories,"{""primary"":""funeral_services_and_cemeteries"",""alternate"":[""cemeteries""]}","{""primary"":""public_service_and_government"",""alternate"":[""funeral_services_and_cemeteries"",""professional_services""]}"
673,confidence,0.77,0.9962614185921548
673,websites,"[""""]","[""http://www.highlandmemorialgardens.com/""]"
673,socials,,"[""https://www.facebook.com/104956609547700""]"
673,emails,,
673,phones,"[""2054281201""]","[""+12054281201""]"
673,brand,"{""names"":{}}",
673,addresses,"[{""freeform"":""3115 18th Ave N"",""locality"":""Bessemer"",""region"":""AL"",""country"":""US"",""postcode"":""35020""}]","[{""freeform"":""3115 18th Ave N"",""locality"":""Bessemer"",""postcode"":""35020-2631"",""region"":""AL"",""country"":""US""}]"
674,names,"{""primary"":""Universal Roofing & Exteriors""}","{""primary"":""Universal Roofing & Exteriors""}"
674,categories,"{""primary"":""roofing"",""alternate"":[""siding"",""ceiling_and_roofing_repair_and_service""]}","{""primary"":""roofing"",""alternate"":[""siding"",""ceiling_and_roofing_repair_and_service""]}"
674,confidence,0.77,0.77
674,websites,"[""https://universalrfg.com/""]","[""https://www.universalrfg.com/""]"
674,socials,,
674,emails,,
674,phones,"[""3172570779""]","[""4632413927""]"
674,brand,"{""names"":{}}","{""names"":{}}"
674,addresses,"[{""freeform"":""5530 W 84th St"",""locality"":""Indianapolis"",""region"":""IN"",""country"":""US"",""postcode"":""46268""}]","[{""freeform"":""5530 W 84th St"",""locality"":""Indianapolis"",""region"":""IN"",""country"":""US"",""postcode"":""46268""}]"
675,names,"{""primary"":""AT&T Store""}","{""primary"":""AT&T Store""}"
675,categories,"{""primary"":""mobile_phone_accessories"",""alternate"":[""mobile_phone_store"",""telecommunications_company"",""business_to_business_services"",""business_to_business"",""retail""]}","{""primary"":""mobile_phone_accessories"",""alternate"":[""mobile_phone_store"",""telecommunications_company""]}"
675,confidence,0.77,0.77
675,websites,"[""https://www.att.com/stores/new-mexico/albuquerque/110186?source=E-g2s10000000000X&wtExtndSource=stores""]","[""https://www.att.com/stores/new-mexico/albuquerque/110186?source=E-g2s10000000000X&wtExtndSource=stores""]"
675,socials,,
675,emails,,
675,phones,"[""5057975600""]","[""5057975600""]"
675,brand,"{""names"":{}}",
675,addresses,"[{""freeform"":""6300 San Mateo Blvd NE Ste M-1"",""locality"":""Albuquerque"",""region"":""NM"",""country"":""US"",""postcode"":""87109""}]","[{""freeform"":""6300 San Mateo Blvd NE Ste M-1"",""locality"":""Albuquerque"",""postcode"":""87109"",""region"":""NM"",""country"":""US""}]"
676,names,"{""primary"":""Wayne Cooley - COUNTRY Financial representative""}","{""primary"":""Wayne Cooley - COUNTRY Financial""}"
676,categories,"{""primary"":""auto_insurance"",""alternate"":[""home_and_rental_insurance""]}","{""primary"":""insurance_agency"",""alternate"":[""financial_service""]}"
676,confidence,0.77,0.9919372693726938
676,websites,"[""https://representatives.countryfinancial.com/wayne.cooley""]","[""https://representatives.countryfinancial.com/wayne.cooley?cid=afl%7CYP%7C2016%7CWCooley%7COR%7CPrspct%7CNA%7CRep%7CCF%7CNA""]"
676,socials,,"[""https://www.facebook.com/452758854847176""]"
676,emails,,
676,phones,"[""5032667000""]","[""+15032667000""]"
676,brand,"{""names"":{}}",
676,addresses,"[{""freeform"":""380 NW 1st Ave"",""locality"":""Canby"",""region"":""OR"",""country"":""US"",""postcode"":""97013""}]","[{""freeform"":""380 NW 1st Ave"",""locality"":""Canby"",""postcode"":""97013-3533"",""region"":""OR"",""country"":""US""}]"
677,names,"{""primary"":""Headlight Therapists and Psychiatric Services Wasilla""}","{""primary"":""Headlight""}"
677,categories,"{""primary"":""health_and_medical""}","{""primary"":""health_and_medical""}"
677,confidence,0.77,0.77
677,websites,"[""https://headlight.health/locations/wasilla-ak/?utm_medium=locationslistings&utm_campaign=wasilla-ak""]","[""https://headlight.health/states/alaska/""]"
677,socials,,
677,emails,,
677,phones,"[""9073023437""]","[""9073023437""]"
677,brand,"{""names"":{}}","{""names"":{}}"
677,addresses,"[{""freeform"":""1981 E Palmer-Wasilla Highway Ste 200"",""locality"":""Wasilla"",""region"":""AK"",""country"":""US"",""postcode"":""99654""}]","[{""freeform"":""1981 E palmer-wasilla Highway Ste 200"",""locality"":""Wasilla"",""region"":""AK"",""country"":""US"",""postcode"":""99654""}]"
678,names,"{""primary"":""Mirage""}","{""primary"":""Mirage Health and Wellbeing""}"
678,categories,"{""primary"":""doctor"",""alternate"":[""massage_therapy"",""medical_center"",""health_and_medical""]}","{""primary"":""naturopathic_holistic"",""alternate"":[""spas"",""beauty_and_spa""]}"
678,confidence,0.77,0.9918379237288135
678,websites,"[""http://www.miragehealthandwellbeing.co.uk/""]","[""http://www.miragehealthandwellbeing.co.uk""]"
678,socials,,"[""https://www.facebook.com/187045524676186""]"
678,emails,,
678,phones,"[""01243820330""]","[""+441243820330""]"
678,brand,"{""names"":{}}",
678,addresses,"[{""freeform"":""Lake House, 1 East Lake"",""locality"":""Bognor Regis"",""region"":"""",""country"":""GB"",""postcode"":""PO21 1FY""}]","[{""freeform"":""1 East Lake"",""locality"":""Bognor Regis"",""postcode"":""PO21 1"",""region"":""ENG"",""country"":""GB""}]"
679,names,"{""primary"":""ITTO個別指導学院 大井松田校""}","{""primary"":""Itto個別指導学院 神奈川大井松田""}"
679,categories,"{""primary"":""specialty_school"",""alternate"":[""education""]}","{""primary"":""education"",""alternate"":[""tutoring_center"",""school""]}"
679,confidence,0.77,0.9895134099616858
679,websites,"[""http://www.itto.jp/schools/kantou/kanagawa/oi.html""]",
679,socials,,"[""https://www.facebook.com/110313627313777""]"
679,emails,,
679,phones,"[""0465439278""]","[""+81465439278""]"
679,brand,"{""names"":{}}",
679,addresses,"[{""freeform"":""足柄上郡大井町金手12-4"",""locality"":"""",""region"":""神奈川県"",""country"":""JP"",""postcode"":""〒258-0018""}]","[{""freeform"":""神奈川県足柄上郡大井町金手１２−４"",""locality"":""足柄上郡大井町"",""postcode"":""258-0018"",""country"":""JP""}]"
680,names,"{""primary"":""Tonkotsu Bankside""}","{""primary"":""Tonkotsu Bar and Ramen""}"
680,categories,"{""primary"":""soup_restaurant"",""alternate"":[""restaurant""]}","{""primary"":""japanese_restaurant"",""alternate"":[""bar""]}"
680,confidence,0.77,0.9962614185921548
680,websites,"[""https://tonkotsu.co.uk/locations/bankside/""]","[""https://tonkotsu.co.uk/locations/bankside/""]"
680,socials,,"[""https://www.facebook.com/147665282538627""]"
680,emails,,
680,phones,"[""02079282228""]","[""+442079282228""]"
680,brand,"{""names"":{}}","{""names"":{""primary"":""Tonkotsu Bar and Ramen""}}"
680,addresses,"[{""freeform"":""4 Canvey Street, Bankside"",""locality"":""London"",""region"":""Greater London"",""country"":""GB"",""postcode"":""SE1 9AN""}]","[{""freeform"":""4 Canvey Street"",""locality"":""London"",""postcode"":""SE1 0"",""region"":""ENG"",""country"":""GB""}]"
681,names,"{""primary"":""FNBO""}","{""primary"":""FNBO""}"
681,categories,"{""primary"":""bank_credit_union"",""alternate"":[""business_banking_service""]}","{""primary"":""bank_credit_union"",""alternate"":[""business_banking_service""]}"
681,confidence,0.77,0.77
681,websites,"[""https://www.fnbo.com/""]","[""https://www.fnbo.com/""]"
681,socials,,
681,emails,,
681,phones,"[""3085861711""]","[""3085861711""]"
681,brand,"{""names"":{}}","{""names"":{}}"
681,addresses,"[{""freeform"":""302 Main St"",""locality"":""Bayard"",""region"":""NE"",""country"":""US"",""postcode"":""69334""}]","[{""freeform"":""302 Main St"",""locality"":""Bayard"",""region"":""NE"",""country"":""US"",""postcode"":""69334""}]"
